protocol,alpha,N,seed,amplitude_value,amplitude_label,effective_eta,run_stem,t_max,chi_final,chi_peak,t_peak,reached_onset_0p1,t_onset_0p1,not_reached_0p1,reached_onset_0p4,t_onset_0p4,not_reached_0p4
relative,1.8,256,103,0.2,etarel_c0p20,0.000627450980392157,relative_a1p80_N256_seed103_etarel_c0p20,600.0,0.1548889640744061,0.8284624311195812,64.5,True,42.5,False,True,45.0,False
relative,1.8,256,103,0.5,etarel_c0p50,0.0015686274509803923,relative_a1p80_N256_seed103_etarel_c0p50,600.0,0.24900805856235977,0.7508198155301864,43.0,True,19.0,False,True,21.5,False
relative,1.8,256,103,1.0,etarel_c1p00,0.0031372549019607846,relative_a1p80_N256_seed103_etarel_c1p00,600.0,0.1666538508854003,0.8221537321950726,36.0,True,12.0,False,True,14.5,False
relative,1.8,256,104,0.05,etarel_c0p05,0.00015686274509803925,relative_a1p80_N256_seed104_etarel_c0p05,600.0,0.20783095472388005,0.7777546705435503,178.5,True,152.0,False,True,155.0,False
relative,1.8,256,104,0.1,etarel_c0p10,0.0003137254901960785,relative_a1p80_N256_seed104_etarel_c0p10,600.0,0.1725362942908974,0.7921105021335009,102.5,True,79.0,False,True,81.5,False
relative,1.8,256,104,0.2,etarel_c0p20,0.000627450980392157,relative_a1p80_N256_seed104_etarel_c0p20,600.0,0.19606606791288583,0.7891453674473652,69.5,True,42.0,False,True,44.0,False
relative,1.8,256,104,0.5,etarel_c0p50,0.0015686274509803923,relative_a1p80_N256_seed104_etarel_c0p50,600.0,0.21371339812937715,0.7761408867010875,42.5,True,19.0,False,True,21.5,False
relative,1.8,256,104,1.0,etarel_c1p00,0.0031372549019607846,relative_a1p80_N256_seed104_etarel_c1p00,600.0,0.20783095472388002,0.8019312125374454,36.0,True,12.5,False,True,14.5,False
relative,1.8,256,105,0.05,etarel_c0p05,0.00015686274509803925,relative_a1p80_N256_seed105_etarel_c0p05,600.0,0.19606606791288583,0.7886543257149277,183.0,True,154.5,False,True,158.0,False
relative,1.8,256,105,0.1,etarel_c0p10,0.0003137254901960785,relative_a1p80_N256_seed105_etarel_c0p10,600.0,0.1725362942908974,0.7992829017949025,109.0,True,79.5,False,True,82.5,False
relative,1.8,256,105,0.2,etarel_c0p20,0.000627450980392157,relative_a1p80_N256_seed105_etarel_c0p20,600.0,0.18430118110189164,0.7909560183542705,65.0,True,41.5,False,True,44.5,False
relative,1.8,256,105,0.5,etarel_c0p50,0.0015686274509803923,relative_a1p80_N256_seed105_etarel_c0p50,600.0,0.21959584153487421,0.7770932956678306,40.0,True,19.0,False,True,21.0,False
relative,1.8,256,105,1.0,etarel_c1p00,0.0031372549019607846,relative_a1p80_N256_seed105_etarel_c1p00,600.0,0.19018362450738874,0.807892515686773,37.0,True,12.0,False,True,14.5,False
relative,1.74,64,101,0.05,etarel_c0p05,0.0005873015873015873,relative_a1p74_N64_seed101_etarel_c0p05,600.0,0.17439516128980764,0.7671557467994365,110.0,True,85.0,False,True,92.5,False
relative,1.74,64,101,0.1,etarel_c0p10,0.0011746031746031746,relative_a1p74_N64_seed101_etarel_c0p10,600.0,0.12676411290283962,0.8570737738241143,71.0,True,46.0,False,True,49.0,False
relative,1.74,64,101,0.2,etarel_c0p20,0.002349206349206349,relative_a1p74_N64_seed101_etarel_c0p20,600.0,0.12676411290283962,0.8011723887019959,55.5,True,24.5,False,True,27.0,False
relative,1.74,64,101,0.5,etarel_c0p50,0.005873015873015873,relative_a1p74_N64_seed101_etarel_c0p50,600.0,0.17439516128980767,0.8232426918497884,25.5,True,11.5,False,True,13.5,False
relative,1.74,64,101,1.0,etarel_c1p00,0.011746031746031746,relative_a1p74_N64_seed101_etarel_c1p00,600.0,0.17439516128980764,0.8154505822202017,19.0,True,7.5,False,True,10.0,False
relative,1.74,64,102,0.05,etarel_c0p05,0.0005873015873015873,relative_a1p74_N64_seed102_etarel_c0p05,600.0,0.26965725806374374,0.7145978758807013,105.5,True,82.5,False,True,90.0,False
relative,1.74,64,102,0.1,etarel_c0p10,0.0011746031746031746,relative_a1p74_N64_seed102_etarel_c0p10,600.0,0.2220262096767757,0.7069386758180437,77.0,True,44.0,False,True,49.5,False
relative,1.74,64,102,0.2,etarel_c0p20,0.002349206349206349,relative_a1p74_N64_seed102_etarel_c0p20,600.0,0.22202620967677572,0.7604927362291478,54.5,True,23.5,False,True,27.0,False
relative,1.74,64,102,0.5,etarel_c0p50,0.005873015873015873,relative_a1p74_N64_seed102_etarel_c0p50,600.0,0.22202620967677572,0.7637698536324916,28.0,True,11.0,False,True,13.5,False
relative,1.74,64,102,1.0,etarel_c1p00,0.011746031746031746,relative_a1p74_N64_seed102_etarel_c1p00,600.0,0.12676411290283962,0.8572143962728672,24.0,True,7.0,False,True,9.5,False
relative,1.74,64,103,0.05,etarel_c0p05,0.0005873015873015873,relative_a1p74_N64_seed103_etarel_c0p05,600.0,0.22202620967677572,0.7605969765759528,115.5,True,83.5,False,True,89.0,False
relative,1.74,64,103,0.1,etarel_c0p10,0.0011746031746031746,relative_a1p74_N64_seed103_etarel_c0p10,600.0,0.12676411290283962,0.8149721469968232,66.5,True,44.5,False,True,48.5,False
relative,1.74,64,103,0.2,etarel_c0p20,0.002349206349206349,relative_a1p74_N64_seed103_etarel_c0p20,600.0,0.17439516128980767,0.8098900996618625,40.0,True,24.0,False,True,27.0,False
relative,1.74,64,103,0.5,etarel_c0p50,0.005873015873015873,relative_a1p74_N64_seed103_etarel_c0p50,600.0,0.15057963709632363,0.8229841891898015,20.5,True,10.5,False,True,12.5,False
relative,1.74,64,103,1.0,etarel_c1p00,0.011746031746031746,relative_a1p74_N64_seed103_etarel_c1p00,600.0,0.22202620967677572,0.7693472354716017,14.0,True,6.5,False,True,8.5,False
relative,1.74,64,104,0.05,etarel_c0p05,0.0005873015873015873,relative_a1p74_N64_seed104_etarel_c0p05,600.0,0.12676411290283962,0.8149226963459899,109.5,True,88.5,False,True,95.0,False
relative,1.74,64,104,0.1,etarel_c0p10,0.0011746031746031746,relative_a1p74_N64_seed104_etarel_c0p10,600.0,0.17439516128980764,0.8116822753670421,65.5,True,46.0,False,True,51.5,False
relative,1.74,64,104,0.2,etarel_c0p20,0.002349206349206349,relative_a1p74_N64_seed104_etarel_c0p20,600.0,0.22202620967677572,0.7635378966060278,41.0,True,24.0,False,True,27.5,False
relative,1.74,64,104,0.5,etarel_c0p50,0.005873015873015873,relative_a1p74_N64_seed104_etarel_c0p50,600.0,0.17439516128980764,0.8091668263369118,29.5,True,10.5,False,True,13.5,False
relative,1.74,64,104,1.0,etarel_c1p00,0.011746031746031746,relative_a1p74_N64_seed104_etarel_c1p00,600.0,0.22202620967677572,0.7825771770714405,35.5,True,6.5,False,True,9.0,False
relative,1.74,64,105,0.05,etarel_c0p05,0.0005873015873015873,relative_a1p74_N64_seed105_etarel_c0p05,600.0,0.12676411290283962,0.8524199184026375,118.5,True,86.0,False,True,90.5,False
relative,1.74,64,105,0.1,etarel_c0p10,0.0011746031746031746,relative_a1p74_N64_seed105_etarel_c0p10,600.0,0.12676411290283962,0.8625066947775473,65.5,True,45.0,False,True,48.5,False
relative,1.74,64,105,0.2,etarel_c0p20,0.002349206349206349,relative_a1p74_N64_seed105_etarel_c0p20,600.0,0.17439516128980767,0.8102250867964138,49.5,True,23.5,False,True,27.0,False
relative,1.74,64,105,0.5,etarel_c0p50,0.005873015873015873,relative_a1p74_N64_seed105_etarel_c0p50,600.0,0.12676411290283962,0.8573491203310698,27.5,True,10.5,False,True,13.0,False
relative,1.74,64,105,1.0,etarel_c1p00,0.011746031746031746,relative_a1p74_N64_seed105_etarel_c1p00,600.0,0.22202620967677572,0.7118948011267556,36.0,True,6.5,False,True,8.5,False
relative,1.74,128,101,0.05,etarel_c0p05,0.00029133858267716534,relative_a1p74_N128_seed101_etarel_c0p05,600.0,0.26373387896751976,0.7100171871317589,137.5,True,116.0,False,True,121.0,False
relative,1.74,128,101,0.1,etarel_c0p10,0.0005826771653543307,relative_a1p74_N128_seed101_etarel_c0p10,600.0,0.27554563491986883,0.720586102400079,73.5,True,60.0,False,True,64.5,False
relative,1.74,128,101,0.2,etarel_c0p20,0.0011653543307086614,relative_a1p74_N128_seed101_etarel_c0p20,600.0,0.22829861111047267,0.7637599310562262,57.0,True,32.0,False,True,35.0,False
relative,1.74,128,101,0.5,etarel_c0p50,0.0029133858267716534,relative_a1p74_N128_seed101_etarel_c0p50,600.0,0.19286334325342558,0.8113431051924179,34.0,True,15.0,False,True,17.0,False
relative,1.74,128,101,1.0,etarel_c1p00,0.005826771653543307,relative_a1p74_N128_seed101_etarel_c1p00,600.0,0.21648685515812366,0.7745663184586186,35.0,True,9.5,False,True,12.0,False
relative,1.74,128,102,0.05,etarel_c0p05,0.00029133858267716534,relative_a1p74_N128_seed102_etarel_c0p05,600.0,0.20467509920577462,0.7921168466120735,140.0,True,116.5,False,True,121.5,False
relative,1.74,128,102,0.1,etarel_c0p10,0.0005826771653543307,relative_a1p74_N128_seed102_etarel_c0p10,600.0,0.22829861111047267,0.7637859267876544,85.5,True,61.5,False,True,65.0,False
relative,1.74,128,102,0.2,etarel_c0p20,0.0011653543307086614,relative_a1p74_N128_seed102_etarel_c0p20,600.0,0.22829861111047267,0.7637418674296083,57.0,True,32.5,False,True,35.0,False
relative,1.74,128,102,0.5,etarel_c0p50,0.0029133858267716534,relative_a1p74_N128_seed102_etarel_c0p50,600.0,0.22829861111047267,0.7896540476163759,25.0,True,14.5,False,True,17.0,False
relative,1.74,128,102,1.0,etarel_c1p00,0.005826771653543307,relative_a1p74_N128_seed102_etarel_c1p00,600.0,0.22829861111047267,0.7558702859191889,37.5,True,9.0,False,True,11.5,False
relative,1.74,128,103,0.05,etarel_c0p05,0.00029133858267716534,relative_a1p74_N128_seed103_etarel_c0p05,600.0,0.11018105158698238,0.8609376494033244,134.5,True,108.5,False,True,114.5,False
relative,1.74,128,103,0.1,etarel_c0p10,0.0005826771653543307,relative_a1p74_N128_seed103_etarel_c0p10,600.0,0.20467509920577465,0.7454740298430066,81.0,True,58.0,False,True,61.5,False
relative,1.74,128,103,0.2,etarel_c0p20,0.0011653543307086614,relative_a1p74_N128_seed103_etarel_c0p20,600.0,0.16923983134872753,0.8100244229432513,60.5,True,31.0,False,True,34.0,False
relative,1.74,128,103,0.5,etarel_c0p50,0.0029133858267716534,relative_a1p74_N128_seed103_etarel_c0p50,600.0,0.22829861111047267,0.7570947380859339,27.5,True,14.0,False,True,16.5,False
relative,1.74,128,103,1.0,etarel_c1p00,0.005826771653543307,relative_a1p74_N128_seed103_etarel_c1p00,600.0,0.2519221230151707,0.7366085106167313,37.5,True,9.0,False,True,11.5,False
relative,1.74,128,104,0.05,etarel_c0p05,0.00029133858267716534,relative_a1p74_N128_seed104_etarel_c0p05,600.0,0.1574280753963785,0.7925249114508137,146.0,True,118.0,False,True,122.0,False
relative,1.74,128,104,0.1,etarel_c0p10,0.0005826771653543307,relative_a1p74_N128_seed104_etarel_c0p10,600.0,0.22829861111047267,0.7862840451587019,71.0,True,62.0,False,True,65.0,False
relative,1.74,128,104,0.2,etarel_c0p20,0.0011653543307086614,relative_a1p74_N128_seed104_etarel_c0p20,600.0,0.14561631944402947,0.8256617543509845,53.0,True,32.5,False,True,35.0,False
relative,1.74,128,104,0.5,etarel_c0p50,0.0029133858267716534,relative_a1p74_N128_seed104_etarel_c0p50,600.0,0.15742807539637851,0.8219332573518772,44.5,True,15.0,False,True,16.5,False
relative,1.74,128,104,1.0,etarel_c1p00,0.005826771653543307,relative_a1p74_N128_seed104_etarel_c1p00,600.0,0.1338045634916804,0.8570899610358003,35.0,True,9.5,False,True,11.5,False
relative,1.74,128,105,0.05,etarel_c0p05,0.00029133858267716534,relative_a1p74_N128_seed105_etarel_c0p05,600.0,0.19155158765729943,0.7687866482664422,145.0,True,117.5,False,True,121.0,False
relative,1.74,128,105,0.1,etarel_c0p10,0.0005826771653543307,relative_a1p74_N128_seed105_etarel_c0p10,600.0,0.20467509920577462,0.7875807801374184,81.5,True,61.5,False,True,65.0,False
relative,1.74,128,105,0.2,etarel_c0p20,0.0011653543307086614,relative_a1p74_N128_seed105_etarel_c0p20,600.0,0.18105158730107657,0.8070462000568824,62.5,True,32.5,False,True,35.5,False
relative,1.74,128,105,0.5,etarel_c0p50,0.0029133858267716534,relative_a1p74_N128_seed105_etarel_c0p50,600.0,0.18105158730107657,0.8111352190371792,37.5,True,15.0,False,True,17.5,False
relative,1.74,128,105,1.0,etarel_c1p00,0.005826771653543307,relative_a1p74_N128_seed105_etarel_c1p00,600.0,0.1338045634916804,0.8640281790799771,37.0,True,9.5,False,True,12.0,False
relative,1.74,256,101,0.05,etarel_c0p05,0.00014509803921568628,relative_a1p74_N256_seed101_etarel_c0p05,600.0,0.24312561515681258,0.744123422563588,176.0,True,156.0,False,True,159.5,False
relative,1.74,256,101,0.1,etarel_c0p10,0.00029019607843137256,relative_a1p74_N256_seed101_etarel_c0p10,600.0,0.19606606791284528,0.800013454442773,106.0,True,81.0,False,True,83.5,False
relative,1.74,256,101,0.2,etarel_c0p20,0.0005803921568627451,relative_a1p74_N256_seed101_etarel_c0p20,600.0,0.21959584153482892,0.7556149893995635,67.5,True,42.5,False,True,45.0,False
relative,1.74,256,101,0.5,etarel_c0p50,0.0014509803921568627,relative_a1p74_N256_seed101_etarel_c0p50,600.0,0.1960660679128453,0.8120078341590715,44.0,True,19.5,False,True,21.5,False
relative,1.74,256,101,1.0,etarel_c1p00,0.0029019607843137254,relative_a1p74_N256_seed101_etarel_c1p00,600.0,0.2078309547238371,0.770924044366069,37.5,True,12.5,False,True,14.5,False
relative,1.74,256,102,0.05,etarel_c0p05,0.00014509803921568628,relative_a1p74_N256_seed102_etarel_c0p05,600.0,0.23136072834582075,0.7534781827116093,192.0,True,163.0,False,True,166.5,False
relative,1.74,256,102,0.1,etarel_c0p10,0.00029019607843137256,relative_a1p74_N256_seed102_etarel_c0p10,600.0,0.24312561515681258,0.7423341659933363,111.0,True,84.5,False,True,87.0,False
relative,1.74,256,102,0.2,etarel_c0p20,0.0005803921568627451,relative_a1p74_N256_seed102_etarel_c0p20,600.0,0.26665538877879624,0.7298838750861129,65.5,True,44.5,False,True,46.5,False
relative,1.74,256,102,0.5,etarel_c0p50,0.0014509803921568627,relative_a1p74_N256_seed102_etarel_c0p50,600.0,0.19606606791284528,0.7919809450042601,44.5,True,20.0,False,True,22.0,False
relative,1.74,256,102,1.0,etarel_c1p00,0.0029019607843137254,relative_a1p74_N256_seed102_etarel_c1p00,600.0,0.18430118110185345,0.8089975406130954,36.0,True,12.5,False,True,15.0,False
relative,1.74,256,103,0.05,etarel_c0p05,0.00014509803921568628,relative_a1p74_N256_seed103_etarel_c0p05,600.0,0.18430118110185345,0.782700661438666,189.5,True,160.0,False,True,163.5,False
relative,1.74,256,103,0.1,etarel_c0p10,0.00029019607843137256,relative_a1p74_N256_seed103_etarel_c0p10,600.0,0.2078309547238371,0.7879229760797855,109.5,True,83.0,False,True,86.0,False
relative,1.74,256,103,0.2,etarel_c0p20,0.0005803921568627451,relative_a1p74_N256_seed103_etarel_c0p20,600.0,0.15488896407437389,0.8338507348002551,70.0,True,44.0,False,True,46.5,False
relative,1.74,256,103,0.5,etarel_c0p50,0.0014509803921568627,relative_a1p74_N256_seed103_etarel_c0p50,600.0,0.22547828494032485,0.7672893446273881,44.5,True,19.5,False,True,22.5,False
relative,1.74,256,103,1.0,etarel_c1p00,0.0029019607843137254,relative_a1p74_N256_seed103_etarel_c1p00,600.0,0.16665385088536572,0.820587800916776,38.0,True,12.5,False,True,15.0,False
relative,1.74,256,104,0.05,etarel_c0p05,0.00014509803921568628,relative_a1p74_N256_seed104_etarel_c0p05,600.0,0.2078309547238371,0.7777301157135972,184.5,True,157.0,False,True,160.5,False
relative,1.74,256,104,0.1,etarel_c0p10,0.00029019607843137256,relative_a1p74_N256_seed104_etarel_c0p10,600.0,0.17253629429086165,0.80238656298104,105.5,True,81.5,False,True,84.5,False
relative,1.74,256,104,0.2,etarel_c0p20,0.0005803921568627451,relative_a1p74_N256_seed104_etarel_c0p20,600.0,0.2078309547238371,0.7753456318194926,72.0,True,43.5,False,True,45.5,False
relative,1.74,256,104,0.5,etarel_c0p50,0.0014509803921568627,relative_a1p74_N256_seed104_etarel_c0p50,600.0,0.20194851131834118,0.793679845747876,44.0,True,20.0,False,True,22.0,False
relative,1.74,256,104,1.0,etarel_c1p00,0.0029019607843137254,relative_a1p74_N256_seed104_etarel_c1p00,600.0,0.2078309547238371,0.7999912419081178,35.5,True,13.0,False,True,15.0,False
relative,1.74,256,105,0.05,etarel_c0p05,0.00014509803921568628,relative_a1p74_N256_seed105_etarel_c0p05,600.0,0.1960660679128453,0.7860975423510013,189.5,True,160.0,False,True,163.5,False
relative,1.74,256,105,0.1,etarel_c0p10,0.00029019607843137256,relative_a1p74_N256_seed105_etarel_c0p10,600.0,0.18430118110185348,0.781598536614271,102.5,True,82.5,False,True,85.5,False
relative,1.74,256,105,0.2,etarel_c0p20,0.0005803921568627451,relative_a1p74_N256_seed105_etarel_c0p20,600.0,0.20194851131834118,0.7827764727264556,69.5,True,43.0,False,True,46.0,False
relative,1.74,256,105,0.5,etarel_c0p50,0.0014509803921568627,relative_a1p74_N256_seed105_etarel_c0p50,600.0,0.21959584153482894,0.7802275898846583,46.5,True,19.5,False,True,22.0,False
relative,1.74,256,105,1.0,etarel_c1p00,0.0029019607843137254,relative_a1p74_N256_seed105_etarel_c1p00,600.0,0.19606606791284528,0.8005510637266564,34.5,True,12.5,False,True,15.0,False
